grade confidence_level
Correct 0.3589847981929779
Correct 0.23766186833381653
Wrong 0.3550443649291992
Correct 0.31248360872268677
Correct 0.35768046975135803
Wrong 0.3014947175979614
Wrong 0.25013262033462524
Wrong 0.2772950232028961
Correct 0.3639271557331085
Correct 0.1777951866388321
Wrong 0.27797389030456543
Wrong 0.345138281583786
Correct 0.1944429874420166
Wrong 0.2867279648780823
Correct 0.26104190945625305
Correct 0.3546660244464874
Correct 0.26787254214286804
Correct 0.28309527039527893
Correct 0.23114916682243347
Correct 0.2684958875179291
Wrong 0.22159859538078308
Correct 0.2492268681526184
Wrong 0.3529859185218811
Wrong 0.1916416436433792
Correct 0.20908410847187042
Correct 0.28278136253356934
Wrong 0.25523364543914795
Correct 0.2944955825805664
Correct 0.27470964193344116
Wrong 0.2535928785800934
Correct 0.2557778060436249
Correct 0.1811000555753708
Wrong 0.30389171838760376
Wrong 0.27009668946266174
Wrong 0.2528328001499176
Correct 0.30023157596588135
Correct 0.2816033959388733
Wrong 0.19705301523208618
Correct 0.18399158120155334
Wrong 0.25033804774284363
Correct 0.25717997550964355
Wrong 0.26054373383522034
Wrong 0.22329096496105194
Correct 0.29609060287475586
Wrong 0.26602956652641296
Correct 0.32526278495788574
Wrong 0.26790255308151245
Correct 0.21161437034606934
Wrong 0.21351255476474762
Wrong 0.18759743869304657
Correct 0.22780680656433105
Correct 0.3598763942718506
Correct 0.25203126668930054
Wrong 0.25182801485061646
Wrong 0.37321096658706665
Wrong 0.22232207655906677
Wrong 0.27757447957992554
Correct 0.2664651870727539
Correct 0.22825579345226288
Wrong 0.2959730923175812
Correct 0.23013576865196228
Wrong 0.3334990441799164
Wrong 0.3564397394657135
Wrong 0.2596544623374939
Correct 0.2735036313533783
Wrong 0.26772522926330566
Wrong 0.24092605710029602
Wrong 0.281218945980072
Wrong 0.24574969708919525
Correct 0.2918185591697693
Wrong 0.20803964138031006
Wrong 0.26868540048599243
Correct 0.30391159653663635
Wrong 0.2894594371318817
Wrong 0.25970667600631714
Correct 0.22428710758686066
Correct 0.23796804249286652
Wrong 0.3107784390449524
Wrong 0.2763959765434265
Wrong 0.318165123462677
Correct 0.2925412356853485
Wrong 0.26605939865112305
Correct 0.3026726245880127
Correct 0.3261125385761261
Wrong 0.17272506654262543
Correct 0.38393720984458923
Wrong 0.2512771785259247
Wrong 0.29723864793777466
Wrong 0.25572526454925537
Wrong 0.24565503001213074
Wrong 0.22721995413303375
Correct 0.23440240323543549
Wrong 0.22667592763900757
Correct 0.27726036310195923
Correct 0.22347788512706757
Correct 0.21321845054626465
Correct 0.22861795127391815
Correct 0.37781471014022827
Correct 0.3728887140750885
Wrong 0.19589753448963165
Wrong 0.2105424851179123
Correct 0.24555175006389618
Wrong 0.3036302328109741
Correct 0.2501224875450134
Wrong 0.19419792294502258
Correct 0.24033845961093903
Correct 0.30034247040748596
Wrong 0.2567395567893982
Correct 0.20619063079357147
Correct 0.14669804275035858
Correct 0.26492661237716675
Wrong 0.2714269757270813
Wrong 0.3237089216709137
Correct 0.32799193263053894
Correct 0.24366013705730438
Correct 0.25659337639808655
Correct 0.3206135034561157
Wrong 0.28651371598243713
Correct 0.404013454914093
Correct 0.30997538566589355
Correct 0.22822874784469604
Wrong 0.27586644887924194
Wrong 0.19467362761497498
Correct 0.2848787009716034
Correct 0.24957332015037537
Wrong 0.2350693792104721
Wrong 0.4195958375930786
Correct 0.2982390224933624
Correct 0.33704426884651184
Wrong 0.18676908314228058
Wrong 0.26156169176101685
Wrong 0.3700246214866638
Wrong 0.24473333358764648
Correct 0.29628536105155945
Correct 0.16115327179431915
Wrong 0.3649023473262787
Wrong 0.18826428055763245
Wrong 0.23509766161441803
Correct 0.2749856412410736
Wrong 0.2504541575908661
Correct 0.2476443350315094
Correct 0.2696905732154846
Wrong 0.222538560628891
Wrong 0.2782033383846283
Correct 0.2994639277458191
Correct 0.1878916472196579
Wrong 0.21416912972927094
Correct 0.2707539200782776
Correct 0.29968082904815674
Correct 0.22174955904483795
Correct 0.24532519280910492
Wrong 0.18738079071044922
Wrong 0.2293725311756134
Wrong 0.28156957030296326
Wrong 0.27653759717941284
Correct 0.3483191728591919
Wrong 0.24225552380084991
Wrong 0.3425094485282898
Wrong 0.24459102749824524
Correct 0.21728599071502686
Wrong 0.3068051040172577
Correct 0.21655453741550446
Correct 0.30869224667549133
Wrong 0.2555893361568451
Correct 0.24341599643230438
Wrong 0.21901479363441467
Correct 0.2882841229438782
Wrong 0.2644061744213104
Wrong 0.26311546564102173
Correct 0.33040568232536316
Correct 0.2501172721385956
Correct 0.25800803303718567
Wrong 0.3062514662742615
Wrong 0.29552868008613586
Correct 0.2974971830844879
Correct 0.20087797939777374
Wrong 0.25735148787498474
Correct 0.23712028563022614
Wrong 0.2619630992412567
Correct 0.25735709071159363
Correct 0.21846872568130493
Wrong 0.3065415322780609
Correct 0.3337500989437103
Correct 0.294400691986084
Correct 0.267595112323761
Correct 0.33021610975265503
Correct 0.2748681306838989
Wrong 0.3358532786369324
Wrong 0.2371217906475067
Correct 0.21275432407855988
Wrong 0.2523385286331177
Correct 0.19533386826515198
Wrong 0.24852105975151062
Correct 0.22824731469154358
Wrong 0.21728192269802094
Correct 0.2554819583892822
Wrong 0.3447164297103882
Correct 0.29731568694114685
Wrong 0.35312795639038086
Wrong 0.1994168609380722
Correct 0.1913069635629654
Wrong 0.2517913281917572
Correct 0.24186109006404877
Wrong 0.3989473879337311
Correct 0.26269927620887756
Correct 0.2030390053987503
Wrong 0.27163371443748474
Wrong 0.2311563938856125
Wrong 0.357744961977005
Wrong 0.2339443862438202
Wrong 0.28929823637008667
Correct 0.2153795212507248
Correct 0.28486907482147217
Wrong 0.3400469422340393
Correct 0.31692272424697876
Correct 0.32510673999786377
Wrong 0.2680222690105438
Wrong 0.22926084697246552
Wrong 0.2823525071144104
Correct 0.2828935980796814
